,Event_ID,Start_INDX,Stop_INDX,t_peak,t_start,t_stop,t_rise,t_decay,Flux_peak,Equiv_Dur,S/N,CPLX_flg,MLTPK_flg,MLTPK_num,t_MLTPK,L_mltpk,MLTPK_INDX,quies,x,Flare_Duration
120,78,6770.0,6781.0,1720.8410221745564,1720.8340777855203,1720.849355441631,0.0069443890358798,0.0083332670744767,0.0066860010005968,3.4924223026285026,1.3634888173296544,1.0,0.0,0.0,0.0,0.0,0.0,10931.446836796478,;,21.99982479924074
121,79,7275.0,7291.0,1721.5493499257675,1721.5410166572958,1721.563238706864,0.0083332684716879,0.0138887810965116,0.0069005110699764,3.2244496301658216,1.3022145037677764,1.0,0.0,0.0,0.0,0.0,0.0,10921.8561871271,;,31.999751378207293
1,3,2206.0,2218.0,2423.0601053843548,2423.057327582325,2423.07399439404,0.0027778020298683,0.0138890096850446,0.0242593258177053,4.012060139880984,1.6328323165152794,1.0,0.0,0.0,0.0,0.0,0.0,11313.52148,;,24.00020886947459
2,4,2727.0,2738.0,2423.7823338490525,2423.78094494827,2423.79622285734,0.0013889007823309,0.0138890082871512,0.0224104730177442,7.982062220351515,2.5048419669979234,1.0,0.0,0.0,0.0,0.0,0.0,11312.02539,;,22.00018906070909
18,25,9357.0,9386.0,2434.1212951245407,2434.1185173481217,2434.15879510596,0.0027777764189523,0.037499981419387,0.0710928631784496,55.544768062950254,7.117084250156816,1.0,0.0,0.0,0.0,0.0,0.0,11316.95996,;,57.99997128720861
21,28,9757.0,9773.0,2434.675461426936,2434.674072539193,2434.696294744488,0.0013888877429054,0.0208333175523876,0.0273155879570457,10.651515361595903,2.9391052476118005,1.0,0.0,0.0,0.0,0.0,0.0,11314.11133,;,31.99997562522185
33,43,15031.0,15045.0,2442.0143408315507,2442.011563059554,2442.0310074637528,0.0027777719965343,0.0166666322020319,0.0428459846206333,18.626162398127967,4.062683749889939,1.0,0.0,0.0,0.0,0.0,0.0,11314.20215,;,27.999942045935313
34,44,15705.0,15722.0,2442.9504499335535,2442.947672162025,2442.9712832206055,0.002777771529054,0.020833287052028,0.0274161605840909,10.844070682635776,2.9890617473668595,1.0,0.0,0.0,0.0,0.0,0.0,11330.2832,;,33.99992435610329
36,46,16865.0,16884.0,2444.56155732324,2444.558779552177,2444.585168378795,0.002777771062938,0.0236110555551932,0.0160345674236912,10.255172812175095,2.7685615857285915,1.0,0.0,0.0,0.0,0.0,0.0,11290.49512,;,37.99991033010883
40,50,1072.0,1086.0,2421.4878693818396,2421.4823137775466,2421.50175839292,0.005555604293022,0.0138890110806642,0.0168679614517353,6.084715617755272,2.1382354091851346,1.0,0.0,0.0,0.0,0.0,0.0,11303.3418,;,28.00024613745336
48,58,10750.0,10849.0,2436.058793632219,2436.0546269692213,2436.1921268502583,0.0041666629977044,0.1333332180392972,0.0393856346187592,127.88146482985665,10.56137267415189,1.0,0.0,0.0,0.0,0.0,0.0,11299.08105,;,197.99982869328232
