,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration
3766,262909.0,262950.0,1140.1707764,1140.1986084,1140.1734619,0.0026855,0.0251465,0.0071232,4.5784812,0.5983703,3.9801111,1.0,7.0,7.0,2.0,40.078079999984766
3767,262992.0,263001.0,1140.2272949,1140.2333984,1140.229248,0.0019531,0.0041504,0.0043844,0.4296885,0.1413711,0.2883174,1.0,7.0,7.0,1.0,8.789039999828674
3768,263013.0,263030.0,1140.2415771,1140.2537842,1140.2442627,0.0026855,0.0095215,0.0089434,1.9600983,0.6079231,1.3521752,1.0,7.0,7.0,1.0,17.57822399977158
3769,263050.0,263072.0,1140.2674561,1140.2830811,1140.2687988,0.0013428,0.0142822,0.0129768,4.9367881,0.6327043,4.3040833,1.0,7.0,7.0,1.0,22.5
3770,263105.0,263114.0,1140.305542,1140.3117676,1140.3068848,0.0013428,0.0048828,0.0024641,0.254633,0.1237957,0.1308373,1.0,7.0,7.0,1.0,8.964863999826775
3771,263143.0,263156.0,1140.3314209,1140.340332,1140.3348389,0.003418,0.0054932,0.0035706,0.3888044,0.119604,0.2692004,1.0,5.0,7.0,1.0,12.831983999967633
3775,263683.0,263692.0,1140.7026367,1140.7087402,1140.7039795,0.0013428,0.0047607,0.0057177,0.745402,0.1189237,0.6264783,1.0,7.0,7.0,1.0,8.789039999828674
3776,263722.0,263732.0,1140.7298584,1140.7366943,1140.732666,0.0028076,0.0040283,0.0019598,0.2866978,0.0660891,0.2206087,1.0,2.0,7.0,1.0,9.843695999916235
3777,263794.0,263814.0,1140.7789307,1140.7932129,1140.7817383,0.0028076,0.0114746,0.0104422,3.5500071,1.4201442,2.1298628,1.0,7.0,7.0,1.0,20.566368000036164
3778,263828.0,263837.0,1140.8027344,1140.80896,1140.8041992,0.0014648,0.0047607,0.0002496,-0.1040761,-0.0322221,-0.0718541,1.0,5.0,7.0,1.0,8.964864000154193
3779,263865.0,263885.0,1140.8280029,1140.8422852,1140.8300781,0.0020752,0.012207,0.0386955,11.0465755,1.3203725,9.7262039,1.0,7.0,7.0,2.0,20.566512000150396
3780,263895.0,263908.0,1140.8586426,1140.8675537,1140.8607178,0.0020752,0.0068359,0.0053893,0.4142552,0.0781621,0.3360931,1.0,4.0,7.0,1.0,12.831983999967633
3781,263956.0,263978.0,1140.9016113,1140.9165039,1140.9029541,0.0013428,0.0135498,0.0076454,2.1710949,0.2287486,1.9423462,1.0,7.0,7.0,2.0,21.44534399991244
3783,264107.0,264160.0,1141.0057373,1141.0432129,1141.0091553,0.003418,0.0340576,0.1267555,59.4910545,12.5597315,46.9313202,1.0,7.0,7.0,3.0,53.96486400015419
3784,264193.0,264215.0,1141.0656738,1141.0806885,1141.067749,0.0020752,0.0129395,0.0106178,2.6824863,0.7285019,1.9539843,1.0,7.0,7.0,1.0,21.62116799991054
3785,264243.0,264251.0,1141.0997314,1141.1052246,1141.1004639,0.0007324,0.0047607,0.0018999,0.4106958,0.1078403,0.3028555,1.0,2.0,7.0,1.0,7.910207999739214
3786,264262.0,264275.0,1141.1134033,1141.1221924,1141.1154785,0.0020752,0.0067139,0.0033435,0.8630313,0.1172056,0.7458258,1.0,7.0,7.0,1.0,12.656303999756346
3787,264336.0,264351.0,1141.1638184,1141.1739502,1141.1651611,0.0013428,0.0087891,0.0041783,1.1961344,0.1619652,1.0341692,1.0,4.0,7.0,2.0,14.589791999933368
3788,264401.0,264423.0,1141.2087402,1141.2237549,1141.210083,0.0013428,0.0136719,0.0115322,3.508888,0.3616008,3.1472871,1.0,7.0,7.0,1.0,21.62116799991054
3789,264601.0,264610.0,1141.3455811,1141.3518066,1141.3470459,0.0014648,0.0047607,0.0013303,0.1441036,0.0044826,0.139621,1.0,7.0,7.0,1.0,8.96472000003996
3790,264634.0,264668.0,1141.3681641,1141.3925781,1141.3701172,0.0019531,0.0224609,0.0074591,4.8613,0.1777479,4.6835518,1.0,7.0,7.0,2.0,35.15615999996953
3791,264679.0,264688.0,1141.4001465,1141.40625,1141.4022217,0.0020752,0.0040283,0.0019726,0.2878371,0.1749646,0.1128725,1.0,7.0,7.0,1.0,8.789040000156092
3793,264832.0,264841.0,1141.5050049,1141.5111084,1141.5063477,0.0013428,0.0047607,0.0012954,0.2716098,0.0705584,0.2010513,1.0,6.0,7.0,1.0,8.789040000156092
3794,264848.0,264857.0,1141.5158691,1141.5220947,1141.517334,0.0014648,0.0047607,0.0010034,0.1192496,-0.0391623,0.1584119,1.0,6.0,7.0,1.0,8.964864000154193
3795,264941.0,264964.0,1141.5805664,1141.5963135,1141.5826416,0.0020752,0.0136719,0.0071697,3.0347195,0.4501315,2.5845878,1.0,7.0,7.0,1.0,22.6758239999981
3796,265017.0,265025.0,1141.6324463,1141.6385498,1141.6351318,0.0026855,0.003418,0.0010195,0.1675239,0.0868011,0.0807228,1.0,6.0,7.0,1.0,8.789039999828674
3797,265095.0,265113.0,1141.6861572,1141.6984863,1141.6882324,0.0020752,0.0102539,0.0075359,1.9006668,0.3685516,1.5321152,1.0,7.0,7.0,1.0,17.753903999982867
3799,265406.0,265425.0,1141.8980713,1141.9110107,1141.8994141,0.0013428,0.0115967,0.0131237,3.3861849,0.4572283,2.9289567,1.0,7.0,7.0,2.0,18.63273599974491
3800,265441.0,265454.0,1141.921875,1141.9306641,1141.9232178,0.0013428,0.0074463,0.0023873,0.7151953,-0.012093,0.7272883,1.0,7.0,7.0,1.0,12.656304000083765
3802,265510.0,265517.0,1141.9688721,1141.9736328,1141.9694824,0.0006104,0.0041504,0.0023943,0.3623681,0.0624778,0.2998903,1.0,2.0,7.0,1.0,6.855407999864838
3803,265598.0,265601.0,1142.0288086,1142.0308838,1142.0301514,0.0013428,0.0007324,0.0009071,0.0742669,0.0493732,0.0248937,1.0,2.0,7.0,1.0,2.988288000051398
3804,265638.0,265649.0,1142.0560303,1142.0634766,1142.0581055,0.0020752,0.0053711,0.0072647,1.0939097,0.5499951,0.5439146,1.0,7.0,7.0,1.0,10.722672000119928
3805,265689.0,265704.0,1142.0908203,1142.1009521,1142.0935059,0.0026855,0.0074463,0.0013702,0.4896009,0.1696378,0.3199631,1.0,7.0,7.0,1.0,14.589792000260786
3806,265806.0,265814.0,1142.171875,1142.1772461,1142.1738281,0.0019531,0.003418,0.0025854,0.2861915,0.1292021,0.1569894,1.0,2.0,7.0,1.0,7.73438400006853
3807,265831.0,265840.0,1142.1895752,1142.1956787,1142.190918,0.0013428,0.0047607,0.001723,0.2904721,0.1033805,0.1870916,1.0,7.0,7.0,1.0,8.789039999828674
3808,265866.0,265878.0,1142.2133789,1142.2215576,1142.2154541,0.0020752,0.0061035,0.0026406,0.5422525,0.0840015,0.458251,1.0,7.0,7.0,1.0,11.77732800020749
3809,265943.0,265957.0,1142.2664795,1142.276001,1142.2685547,0.0020752,0.0074463,0.0015612,0.7606465,0.2535036,0.5071429,1.0,7.0,7.0,1.0,13.710959999843908
3810,266022.0,266043.0,1142.3203125,1142.3345947,1142.3223877,0.0020752,0.012207,0.002003,1.2409872,0.2445561,0.996431,1.0,7.0,7.0,1.0,20.566368000036164
3811,266078.0,266087.0,1142.3591309,1142.3652344,1142.3612061,0.0020752,0.0040283,0.0022012,0.3954279,0.140066,0.2553619,1.0,7.0,7.0,1.0,8.789039999828674
3812,266196.0,266221.0,1142.4401855,1142.4572754,1142.4422607,0.0020752,0.0150146,0.0179699,4.0473132,1.0549787,2.9923346,1.0,7.0,7.0,1.0,24.609455999961938
3813,266232.0,266241.0,1142.4647217,1142.4708252,1142.4667969,0.0020752,0.0040283,0.0032245,0.3951828,0.2173571,0.1778256,1.0,7.0,7.0,1.0,8.789040000156092
3814,266394.0,266417.0,1142.5756836,1142.5914307,1142.5771484,0.0014648,0.0142822,0.0085217,2.8795104,0.2718062,2.6077044,1.0,7.0,7.0,1.0,22.6758239999981
3815,266434.0,266444.0,1142.6030273,1142.6097412,1142.6049805,0.0019531,0.0047607,0.0021596,0.2306943,0.0605861,0.1701082,1.0,4.0,7.0,1.0,9.668016000032367
3817,266609.0,266618.0,1142.722168,1142.7282715,1142.7248535,0.0026855,0.003418,0.0011765,0.193474,0.148706,0.044768,1.0,6.0,7.0,1.0,8.789039999828674
3818,266674.0,266682.0,1142.7664795,1142.772583,1142.7678223,0.0013428,0.0047607,0.0013141,0.2094089,0.0278684,0.1815406,1.0,5.0,7.0,1.0,8.789039999828674
3819,266733.0,266742.0,1142.807373,1142.8134766,1142.8093262,0.0019531,0.0041504,0.0010932,0.1974302,0.0719264,0.1255037,1.0,6.0,7.0,1.0,8.789183999942907
3820,266751.0,266771.0,1142.8195801,1142.833252,1142.8250732,0.0054932,0.0081787,0.0037841,1.3236878,0.6125211,0.7111667,1.0,7.0,7.0,2.0,19.687535999946704
3821,266791.0,266800.0,1142.8468018,1142.8529053,1142.8481445,0.0013428,0.0047607,0.0007893,-0.0139106,-0.0279418,0.0140312,1.0,6.0,7.0,1.0,8.789039999828674
3823,267138.0,267175.0,1143.0844727,1143.1097412,1143.0872803,0.0028076,0.0224609,0.0363173,15.948698,1.7761847,14.172513,1.0,7.0,7.0,2.0,36.38663999972778
3824,267188.0,267199.0,1143.1185303,1143.1260986,1143.1199951,0.0014648,0.0061035,0.0018229,0.3786912,0.0714369,0.3072542,1.0,6.0,7.0,1.0,10.898352000003797
3825,267261.0,267295.0,1143.168335,1143.1914062,1143.1696777,0.0013428,0.0217285,0.0106083,2.5006568,0.22848,2.2721767,1.0,7.0,7.0,2.0,33.222528000005696
3827,267387.0,267406.0,1143.2554932,1143.2684326,1143.2575684,0.0020752,0.0108643,0.0045499,1.6802678,0.3674074,1.3128604,1.0,7.0,7.0,1.0,18.632736000072327
3828,267430.0,267468.0,1143.28479,1143.3112793,1143.2874756,0.0026855,0.0238037,0.0174957,7.1653385,0.8570836,6.3082547,1.0,7.0,7.0,2.0,38.14459200013516
3829,267482.0,267491.0,1143.3209229,1143.3270264,1143.3222656,0.0013428,0.0047607,0.0013606,0.2513722,0.0571152,0.194257,1.0,7.0,7.0,1.0,8.789040000156092
3830,267551.0,267569.0,1143.3685303,1143.3808594,1143.369873,0.0013428,0.0109863,0.0069929,2.4437964,0.1547452,2.2890513,1.0,7.0,7.0,1.0,17.753903999982867
3831,267671.0,267688.0,1143.4509277,1143.4632568,1143.4530029,0.0020752,0.0102539,0.0051137,1.6652235,0.1467158,1.5185076,1.0,7.0,7.0,1.0,17.753903999982867
3832,267705.0,267714.0,1143.4748535,1143.480957,1143.4761963,0.0013428,0.0047607,0.0011903,0.1705106,-0.044775,0.2152856,1.0,7.0,7.0,1.0,8.789039999828674
3833,267891.0,267937.0,1143.6014404,1143.6335449,1143.6069336,0.0054932,0.0266113,0.0117616,8.7094145,0.5935879,8.1158266,1.0,7.0,7.0,2.0,46.23048000008566
3834,267959.0,267968.0,1143.6484375,1143.6546631,1143.6499023,0.0014648,0.0047607,0.0026438,0.31359,0.03235,0.28124,1.0,7.0,7.0,1.0,8.964864000154193
3835,267985.0,267992.0,1143.6668701,1143.6716309,1143.6689453,0.0020752,0.0026855,0.0025036,0.3389222,0.1402987,0.1986234,1.0,3.0,7.0,1.0,6.85555199997907
3836,268018.0,268028.0,1143.6893311,1143.696167,1143.6921387,0.0028076,0.0040283,0.0009863,0.1132651,0.0106952,0.10257,1.0,2.0,7.0,1.0,9.843696000243654
3837,268070.0,268079.0,1143.7247314,1143.730957,1143.7261963,0.0014648,0.0047607,0.0011164,0.2186054,0.0687223,0.1498831,1.0,6.0,7.0,1.0,8.964863999826775
3838,268149.0,268166.0,1143.7785645,1143.7901611,1143.7861328,0.0075684,0.0040283,0.0030142,0.3966868,0.14692,0.2497668,1.0,7.0,7.0,2.0,16.69910400010849
3839,268188.0,268197.0,1143.8051758,1143.8112793,1143.807251,0.0020752,0.0040283,0.0018708,0.1725837,0.0402648,0.1323189,1.0,7.0,7.0,1.0,8.789040000156092
3840,268244.0,268265.0,1143.8535156,1143.8677979,1143.8555908,0.0020752,0.012207,0.002257,1.1669635,0.2119689,0.9549946,1.0,7.0,7.0,1.0,20.56651199982298
3841,268296.0,268307.0,1143.8896484,1143.8970947,1143.892334,0.0026855,0.0047607,0.0027512,0.5218084,0.2566475,0.2651609,1.0,7.0,7.0,1.0,10.722672000119928
3843,268490.0,268508.0,1144.0230713,1144.0354004,1144.03125,0.0081787,0.0041504,0.0031336,1.14127,0.9062032,0.2350669,1.0,7.0,7.0,2.0,17.753903999982867
3844,268543.0,268565.0,1144.0592041,1144.0742188,1144.0605469,0.0013428,0.0136719,0.0146673,5.1575146,0.4764524,4.6810622,1.0,7.0,7.0,2.0,21.62116799991054
3845,268601.0,268610.0,1144.0987549,1144.1048584,1144.100708,0.0019531,0.0041504,0.0009344,0.1305018,0.0863118,0.0441901,1.0,6.0,7.0,1.0,8.789040000156092
3846,268643.0,268661.0,1144.1273193,1144.1395264,1144.1300049,0.0026855,0.0095215,0.0205571,4.8118148,1.7355429,3.0762718,1.0,7.0,7.0,1.0,17.578224000099
3848,268831.0,268855.0,1144.2553711,1144.2723389,1144.262207,0.0068359,0.0101318,0.0051174,1.4081464,0.3835499,1.0245965,1.0,7.0,7.0,1.0,24.433631999963836
3849,268872.0,268891.0,1144.284668,1144.2976074,1144.2860107,0.0013428,0.0115967,0.0045042,1.8464098,0.1697039,1.6767058,1.0,7.0,7.0,2.0,18.632736000072327
3850,269004.0,269013.0,1144.3745117,1144.3807373,1144.3759766,0.0014648,0.0047607,0.0039362,0.6507577,0.0932575,0.5575002,1.0,7.0,7.0,1.0,8.964863999826775
3851,269106.0,269115.0,1144.4440918,1144.4501953,1144.4467773,0.0026855,0.003418,0.0017751,0.2831261,0.1654615,0.1176646,1.0,7.0,7.0,1.0,8.789039999828674
3852,269144.0,269152.0,1144.4705811,1144.4766846,1144.4719238,0.0013428,0.0047607,0.0016531,0.2565033,0.0642058,0.1922975,1.0,7.0,7.0,1.0,8.789040000156092
3853,269368.0,269385.0,1144.6245117,1144.6361084,1144.6265869,0.0020752,0.0095215,0.0032263,0.7459802,0.1893414,0.5566388,1.0,7.0,7.0,1.0,16.699247999895306
3854,269477.0,269488.0,1144.6987305,1144.7062988,1144.7008057,0.0020752,0.0054932,0.0055987,0.789045,0.3426849,0.4463601,1.0,7.0,7.0,1.0,10.898352000003797
3855,269605.0,269616.0,1144.7860107,1144.7940674,1144.7886963,0.0026855,0.0053711,0.0029082,0.4626801,0.0935223,0.3691578,1.0,5.0,7.0,1.0,11.601647999996203
3856,269664.0,269673.0,1144.8275146,1144.8336182,1144.8295898,0.0020752,0.0040283,0.0014416,0.2748894,0.1258644,0.149025,1.0,6.0,7.0,1.0,8.789183999942907
3857,269691.0,269700.0,1144.8459473,1144.8520508,1144.84729,0.0013428,0.0047607,0.0022463,0.368899,0.0722592,0.2966398,1.0,7.0,7.0,1.0,8.789039999828674
3858,269754.0,269764.0,1144.8887939,1144.8962402,1144.8908691,0.0020752,0.0053711,0.0018227,0.6731469,0.2274215,0.4457254,1.0,7.0,7.0,1.0,10.72267199979251
3859,269793.0,269802.0,1144.9160156,1144.9221191,1144.9173584,0.0013428,0.0047607,0.0021216,0.331671,0.0462142,0.2854568,1.0,7.0,7.0,1.0,8.789039999828674
3860,269854.0,269902.0,1144.9576416,1144.9902344,1144.9616699,0.0040283,0.0285645,0.0098552,6.1783118,0.3762962,5.8020158,1.0,7.0,7.0,2.0,46.933631999963836
3861,269949.0,269965.0,1145.0223389,1145.0332031,1145.024292,0.0019531,0.0089111,0.0088788,2.5802817,0.5516803,2.0286014,1.0,7.0,7.0,2.0,15.64444800002093
3862,269988.0,269997.0,1145.0488281,1145.0550537,1145.0509033,0.0020752,0.0041504,0.000597,0.1113771,0.0884901,0.0228871,1.0,5.0,7.0,1.0,8.964863999826775
3863,270016.0,270032.0,1145.0679932,1145.0788574,1145.0699463,0.0019531,0.0089111,0.0026326,0.974559,0.0779404,0.8966186,1.0,7.0,7.0,1.0,15.64444800002093
3864,270061.0,270070.0,1145.0986328,1145.1047363,1145.0999756,0.0013428,0.0047607,0.0021535,0.1622209,-0.0187217,0.1809426,1.0,7.0,7.0,1.0,8.789040000156092
3866,270265.0,270274.0,1145.2381592,1145.2443848,1145.2402344,0.0020752,0.0041504,0.0032696,0.4440677,0.2041251,0.2399426,1.0,7.0,7.0,1.0,8.964864000154193
3867,270290.0,270299.0,1145.255249,1145.2613525,1145.2565918,0.0013428,0.0047607,0.0046194,0.6566258,0.1795998,0.477026,1.0,7.0,7.0,1.0,8.789039999828674
3868,270394.0,270403.0,1145.3260498,1145.3321533,1145.3273926,0.0013428,0.0047607,0.0053487,0.6363418,0.1612877,0.4750541,1.0,7.0,7.0,1.0,8.789040000156092
3869,270487.0,270496.0,1145.3894043,1145.3955078,1145.3914795,0.0020752,0.0040283,0.0018723,0.4791818,0.1491642,0.3300176,1.0,7.0,7.0,1.0,8.789039999828674
3870,270574.0,270609.0,1145.4487305,1145.4731445,1145.4506836,0.0019531,0.0224609,0.0257571,8.6615238,1.5868623,7.0746613,1.0,7.0,7.0,1.0,35.15615999996953
3871,270660.0,270672.0,1145.5079346,1145.5161133,1145.5092773,0.0013428,0.0068359,0.0048173,0.944754,0.1314869,0.8132671,1.0,7.0,7.0,1.0,11.777327999880072
3872,270943.0,270958.0,1145.701416,1145.7115479,1145.7054443,0.0040283,0.0061035,0.0028127,1.3889886,0.6310112,0.7579775,1.0,7.0,7.0,1.0,14.589935999720183
3873,270995.0,271004.0,1145.7368164,1145.7429199,1145.7381592,0.0013428,0.0047607,0.0020971,0.4199354,0.0692999,0.3506355,1.0,7.0,7.0,1.0,8.789040000156092
3874,271018.0,271037.0,1145.7524414,1145.7653809,1145.755127,0.0026855,0.0102539,0.0014853,0.6347979,0.0165881,0.6182098,1.0,3.0,7.0,1.0,18.63288000018656
3875,271047.0,271048.0,1145.7729492,1145.7735596,1145.774292,0.0013428,-0.0007324,0.0008612,0.0780159,0.0500873,0.0279287,1.0,2.0,7.0,1.0,0.8789759998762747
3876,271083.0,271088.0,1145.7973633,1145.8007812,1145.7980957,0.0007324,0.0026855,0.0008422,0.0507682,0.0038635,0.0469047,1.0,2.0,7.0,1.0,4.921776000228419
3877,271131.0,271142.0,1145.8300781,1145.8376465,1145.8314209,0.0013428,0.0062256,0.0017525,0.4229809,0.0688523,0.3541286,1.0,7.0,7.0,1.0,10.898495999790612
3878,271190.0,271203.0,1145.8709717,1145.8798828,1145.8723145,0.0013428,0.0075684,0.0099952,1.7238458,0.1844099,1.5394359,1.0,7.0,7.0,1.0,12.831983999967633
3879,271220.0,271236.0,1145.8913574,1145.9023438,1145.8934326,0.0020752,0.0089111,0.0099017,3.2321711,0.5645152,2.6676559,1.0,7.0,7.0,1.0,15.820415999805846
3880,271243.0,271255.0,1145.9071045,1145.9152832,1145.9084473,0.0013428,0.0068359,0.0045102,1.1370519,0.1238599,1.0131921,1.0,7.0,7.0,1.0,11.777327999880072
3881,271366.0,271378.0,1145.9915771,1145.9997559,1145.9929199,0.0013428,0.0068359,0.0044043,1.2170722,0.2294397,0.9876326,1.0,7.0,7.0,1.0,11.777471999994304
3882,271471.0,271483.0,1146.0637207,1146.0718994,1146.0671387,0.003418,0.0047607,0.0017001,0.5594762,0.2414013,0.3180749,1.0,7.0,7.0,1.0,11.777327999880072
3883,271598.0,271607.0,1146.1508789,1146.1569824,1146.1522217,0.0013428,0.0047607,0.0008016,0.0419926,-0.0238068,0.0657994,1.0,6.0,7.0,1.0,8.789040000156092
3884,271638.0,271647.0,1146.1781006,1146.1843262,1146.1795654,0.0014648,0.0047607,0.0018703,0.1711412,0.0109213,0.1602199,1.0,7.0,7.0,1.0,8.964863999826775
3886,271825.0,271838.0,1146.305542,1146.3143311,1146.3076172,0.0020752,0.0067139,0.0044335,1.1466093,0.3997674,0.746842,1.0,7.0,7.0,1.0,12.656303999756346
3887,271846.0,271867.0,1146.3198242,1146.3341064,1146.321167,0.0013428,0.0129395,0.0039491,0.982183,0.0323681,0.9498148,1.0,7.0,7.0,1.0,20.566368000036164
3888,271875.0,271886.0,1146.3395996,1146.3477783,1146.3430176,0.003418,0.0047607,0.0021722,0.3786643,0.1522755,0.2263887,1.0,3.0,7.0,1.0,11.77732800020749
3889,271898.0,271910.0,1146.355957,1146.3641357,1146.3572998,0.0013428,0.0068359,0.0032984,0.7455297,0.124698,0.6208317,1.0,7.0,7.0,1.0,11.777327999880072
3890,271938.0,271951.0,1146.3831787,1146.3919678,1146.3845215,0.0013428,0.0074463,0.0028345,0.8186858,0.1164857,0.7022002,1.0,7.0,7.0,1.0,12.656304000083765
3891,271984.0,271996.0,1146.4145508,1146.4227295,1146.4165039,0.0019531,0.0062256,0.0035668,0.8092408,0.2740096,0.5352312,1.0,7.0,7.0,1.0,11.77732800020749
3892,271999.0,272011.0,1146.4246826,1146.4328613,1146.4274902,0.0028076,0.0053711,0.0066056,0.416542,0.0833695,0.3331725,1.0,5.0,7.0,1.0,11.777327999880072
3894,272072.0,272081.0,1146.4744873,1146.4805908,1146.4758301,0.0013428,0.0047607,0.0036636,0.5212343,0.1313435,0.3898909,1.0,7.0,7.0,1.0,8.789040000156092
3895,272106.0,272115.0,1146.4975586,1146.5037842,1146.4990234,0.0014648,0.0047607,0.0016923,0.252038,0.0008308,0.2512071,1.0,7.0,7.0,1.0,8.964863999826775
3896,272179.0,272193.0,1146.5479736,1146.5582275,1146.5534668,0.0054932,0.0047607,0.0017722,0.5594332,0.297752,0.2616812,1.0,5.0,7.0,1.0,14.76561599993147
3897,272237.0,272246.0,1146.5888672,1146.5949707,1146.5909424,0.0020752,0.0040283,0.0009429,0.2318125,0.0816315,0.150181,1.0,6.0,7.0,1.0,8.789039999828674
3898,272259.0,272268.0,1146.6038818,1146.6099854,1146.6052246,0.0013428,0.0047607,0.0019914,0.1571352,0.0096817,0.1474535,1.0,7.0,7.0,1.0,8.789183999942907
3899,272347.0,272356.0,1146.6651611,1146.6712646,1146.6665039,0.0013428,0.0047607,0.0018526,0.6084153,0.0996716,0.5087437,1.0,7.0,7.0,1.0,8.789040000156092
3901,272430.0,272439.0,1146.7216797,1146.7277832,1146.7237549,0.0020752,0.0040283,0.0017182,0.1433677,0.0382787,0.1050891,1.0,6.0,7.0,1.0,8.789039999828674
3902,272658.0,272666.0,1146.8885498,1146.8946533,1146.8912354,0.0026855,0.003418,0.0037616,0.6561168,0.3760039,0.280113,1.0,7.0,7.0,1.0,8.789040000156092
3903,272675.0,272693.0,1146.9008789,1146.9130859,1146.902832,0.0019531,0.0102539,0.0148207,3.1310437,1.091748,2.0392959,1.0,7.0,7.0,1.0,17.578079999984766
3904,272768.0,272777.0,1146.9641113,1146.9703369,1146.9655762,0.0014648,0.0047607,0.0011511,0.2511531,-0.0021194,0.2532726,1.0,6.0,7.0,1.0,8.964863999826775
3905,272836.0,272846.0,1147.010498,1147.017334,1147.0131836,0.0026855,0.0041504,0.0010562,0.1077533,0.0815417,0.0262116,1.0,6.0,7.0,1.0,9.84383999970305
3906,272862.0,272881.0,1147.0289307,1147.0418701,1147.0302734,0.0013428,0.0115967,0.0097897,2.8355055,0.2423348,2.5931706,1.0,7.0,7.0,2.0,18.632736000072327
3908,273160.0,273175.0,1147.2325439,1147.2427979,1147.2365723,0.0040283,0.0062256,0.0012734,0.6795326,0.3647945,0.314738,1.0,5.0,7.0,1.0,14.765759999718284
3909,273179.0,273188.0,1147.2454834,1147.2515869,1147.2481689,0.0026855,0.003418,0.000557,0.0791071,0.0813897,-0.0022825,1.0,4.0,7.0,1.0,8.789039999828674
3912,273349.0,273359.0,1147.3640137,1147.3708496,1147.3659668,0.0019531,0.0048828,0.0008977,0.1590392,-0.040608,0.1996472,1.0,2.0,7.0,1.0,9.843695999916235
3913,273369.0,273378.0,1147.3775635,1147.3837891,1147.3790283,0.0014648,0.0047607,0.0024327,0.2691793,0.0195198,0.2496594,1.0,7.0,7.0,1.0,8.964864000154193
3914,273386.0,273398.0,1147.3891602,1147.3973389,1147.3912354,0.0020752,0.0061035,0.0063622,1.1571149,0.3977933,0.7593216,1.0,7.0,7.0,1.0,11.777327999880072
3915,273408.0,273417.0,1147.4041748,1147.4102783,1147.4068604,0.0026855,0.003418,0.0017313,0.2851757,0.1504885,0.1346872,1.0,5.0,7.0,1.0,8.789040000156092
3917,273554.0,273560.0,1147.5036621,1147.5076904,1147.5050049,0.0013428,0.0026855,0.0016818,0.1070505,0.0358673,0.0711832,1.0,2.0,7.0,1.0,5.800752000104694
3918,273579.0,273585.0,1147.5206299,1147.5247803,1147.5233154,0.0026855,0.0014648,0.0015091,0.1283511,0.0513165,0.0770346,1.0,3.0,7.0,1.0,5.976576000102796
3919,273591.0,273607.0,1147.5288086,1147.5396729,1147.5301514,0.0013428,0.0095215,0.0035657,1.069663,0.0589681,1.010695,1.0,7.0,7.0,1.0,15.644591999807744
3920,273621.0,273630.0,1147.5499268,1147.5560303,1147.5512695,0.0013428,0.0047607,0.0013759,0.3592634,0.0495592,0.3097042,1.0,7.0,7.0,1.0,8.789039999828674
3921,273709.0,273718.0,1147.6105957,1147.6166992,1147.6119385,0.0013428,0.0047607,0.0007865,0.0653877,0.0155346,0.049853,1.0,5.0,7.0,1.0,8.789040000156092
3922,273755.0,273785.0,1147.6418457,1147.6629639,1147.6431885,0.0013428,0.0197754,0.0487587,14.8728609,2.9023507,11.9705105,1.0,7.0,7.0,2.0,30.410208000066632
3923,273821.0,273838.0,1147.6875,1147.6998291,1147.6888428,0.0013428,0.0109863,0.0090992,1.9018466,0.4791378,1.4227087,1.0,7.0,7.0,1.0,17.753903999982867
3924,273924.0,273933.0,1147.7590332,1147.7651367,1147.7611084,0.0020752,0.0040283,0.0023614,0.3829529,0.1884202,0.1945327,1.0,7.0,7.0,1.0,8.789040000156092
3925,273971.0,273984.0,1147.7910156,1147.7999268,1147.7938232,0.0028076,0.0061035,0.0014492,0.7081375,0.3081858,0.3999518,1.0,5.0,7.0,1.0,12.832128000081866
3926,274051.0,274060.0,1147.8455811,1147.8516846,1147.8475342,0.0019531,0.0041504,0.0011949,0.3816438,0.1038361,0.2778078,1.0,6.0,7.0,1.0,8.789040000156092
3927,274071.0,274080.0,1147.8591309,1147.8652344,1147.8604736,0.0013428,0.0047607,0.0015195,0.2438786,-0.0126482,0.2565268,1.0,5.0,7.0,1.0,8.789039999828674
3928,274163.0,274183.0,1147.9224854,1147.9367676,1147.9245605,0.0020752,0.012207,0.0045072,1.6065087,0.2798545,1.3266542,1.0,7.0,7.0,1.0,20.566368000036164
3929,274227.0,274238.0,1147.9667969,1147.9742432,1147.9681396,0.0013428,0.0061035,0.0027413,0.5677214,0.1308186,0.4369028,1.0,7.0,7.0,1.0,10.722672000119928
3930,274248.0,274255.0,1147.9810791,1147.9858398,1147.9818115,0.0007324,0.0040283,0.0025947,0.0888722,0.0714822,0.0173899,1.0,2.0,7.0,1.0,6.855407999864838
3931,274269.0,274278.0,1147.9953613,1148.0014648,1147.9974365,0.0020752,0.0040283,0.0015199,0.0002682,0.0195988,-0.0193306,1.0,7.0,7.0,1.0,8.789039999828674
3932,274337.0,274346.0,1148.0423584,1148.0484619,1148.0437012,0.0013428,0.0047607,0.0016279,0.3502447,-0.0240897,0.3743344,1.0,7.0,7.0,1.0,8.789039999828674
3933,274400.0,274409.0,1148.0853271,1148.0914307,1148.0872803,0.0019531,0.0041504,0.0022277,0.1913787,0.0908647,0.100514,1.0,7.0,7.0,1.0,8.789183999942907
