,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration
664,44766.0,44820.0,571.8201904,571.8583374,571.8242798,0.0040894,0.0340576,0.0371022,19.5421982,5.4889436,14.0532532,1.0,7.0,7.0,3.0,54.9316799999724
666,44931.0,44960.0,571.9338989,571.9536743,571.942749,0.0088501,0.0109253,0.0019808,1.4733406,0.5427119,0.9306287,1.0,2.0,7.0,1.0,28.476575999939087
667,44993.0,45011.0,571.9768066,571.9890747,571.980896,0.0040894,0.0081787,0.0045357,0.944594,0.2962448,0.6483492,1.0,7.0,7.0,1.0,17.666063999877224
668,45047.0,45052.0,572.0136108,572.0170288,572.0149536,0.0013428,0.0020752,0.0013155,0.0098527,0.0356863,-0.0258336,1.0,2.0,7.0,1.0,4.921920000015234
669,45116.0,45131.0,572.0606079,572.0708008,572.0640259,0.003418,0.0067749,0.002065,0.6809397,0.3157266,0.3652132,1.0,2.0,7.0,1.0,14.677775999989535
670,45136.0,45282.0,572.0742188,572.1750488,572.0796509,0.0054321,0.0953979,0.0295826,45.7419472,3.370435,42.3715096,1.0,7.0,7.0,4.0,145.19519999996191
671,45337.0,45343.0,572.2131958,572.2172852,572.2145386,0.0013428,0.0027466,0.0012969,0.0111963,0.0361622,-0.024966,1.0,3.0,7.0,1.0,5.888735999997152
672,45350.0,45361.0,572.2220459,572.2295532,572.2247314,0.0026855,0.0048218,0.0017714,0.5084383,0.1317974,0.3766409,1.0,7.0,7.0,1.0,10.810512000061863
673,45414.0,45428.0,572.265625,572.2751465,572.2710571,0.0054321,0.0040894,0.0015369,0.4191882,0.2918769,0.1273113,1.0,7.0,7.0,1.0,13.710960000007617
674,45436.0,45461.0,572.2806396,572.2983398,572.2854004,0.0047607,0.0129395,0.0035512,1.4442548,0.4410374,1.0032173,1.0,7.0,7.0,1.0,25.488288000051398
676,45529.0,45542.0,572.3446655,572.3535156,572.3480225,0.0033569,0.0054932,0.0033356,0.5056843,0.3058559,0.1998284,1.0,7.0,7.0,1.0,12.744144000025699
677,45549.0,45590.0,572.3582764,572.3861694,572.3616943,0.003418,0.0244751,0.0150987,5.7604852,0.4602852,5.3002,1.0,7.0,7.0,2.0,40.1659199999267
679,45689.0,45705.0,572.4638062,572.4747314,572.4686279,0.0048218,0.0061035,0.0019823,0.7463581,0.2857064,0.4606518,1.0,6.0,7.0,1.0,15.732287999962864
680,45765.0,45776.0,572.515625,572.5230713,572.5183105,0.0026855,0.0047607,0.0022504,0.0743496,0.0037618,0.0705878,1.0,5.0,7.0,1.0,10.72267199995622
682,45867.0,45885.0,572.5857544,572.5986938,572.5891724,0.003418,0.0095215,0.0040153,1.2780495,0.3807306,0.8973189,1.0,7.0,7.0,1.0,18.63273599990862
684,46074.0,46092.0,572.7280884,572.7410278,572.730835,0.0027466,0.0101929,0.0026749,0.6804339,-0.0115149,0.6919488,1.0,7.0,7.0,1.0,18.63273599990862
686,46191.0,46199.0,572.8098755,572.8153076,572.8118896,0.0020142,0.003418,0.0011094,0.1555665,0.0718295,0.083737,1.0,2.0,7.0,1.0,7.822224000010465
687,46206.0,46220.0,572.8200684,572.8302612,572.8220825,0.0020142,0.0081787,0.0019134,0.2176297,0.0688891,0.1487405,1.0,4.0,7.0,1.0,14.677632000039011
688,46320.0,46327.0,572.8991089,572.9038696,572.9017944,0.0026855,0.0020752,0.0010508,0.1367725,0.0637272,0.0730453,1.0,2.0,7.0,1.0,6.855408000028547
689,46335.0,46343.0,572.9093018,572.9147339,572.9106445,0.0013428,0.0040894,0.0014818,0.2380873,0.0774913,0.1605959,1.0,3.0,7.0,1.0,7.822224000010465
690,46373.0,46394.0,572.9351807,572.9501343,572.9371948,0.0020142,0.0129395,0.008709,2.0564003,0.2147,1.8417003,1.0,7.0,7.0,1.0,21.533183999854373
691,46401.0,46421.0,572.9549561,572.9699097,572.9569702,0.0020142,0.0129395,0.0274465,5.1972065,1.6329881,3.5642183,1.0,7.0,7.0,1.0,21.533184000018082
693,46529.0,46534.0,573.0448608,573.0482178,573.046875,0.0020142,0.0013428,0.0011267,-0.0324705,-0.087643,0.0551725,1.0,2.0,7.0,1.0,4.834079999909591
694,46554.0,46559.0,573.0618896,573.065979,573.0639038,0.0020142,0.0020752,0.0005286,-0.1326084,-0.0409354,-0.091673,1.0,2.0,7.0,1.0,5.888735999997152
695,46580.0,46603.0,573.0802612,573.0959473,573.0822754,0.0020142,0.0136719,0.0043008,2.2184453,0.3158642,1.9025811,1.0,7.0,7.0,2.0,22.587984000056167
698,46712.0,46724.0,573.170166,573.1790161,573.173584,0.003418,0.0054321,0.001751,0.4451892,0.2067264,0.2384628,1.0,3.0,7.0,1.0,12.744144000025699
699,46744.0,46761.0,573.192627,573.204895,573.1981201,0.0054932,0.0067749,0.0021367,1.1660504,0.5226706,0.6433798,1.0,7.0,7.0,1.0,17.6659199999267
700,46775.0,46791.0,573.2144165,573.2260132,573.2178345,0.003418,0.0081787,0.0034126,0.8827655,0.2735506,0.6092149,1.0,7.0,7.0,1.0,16.699248000059015
702,46947.0,46951.0,573.3370361,573.3397827,573.3383789,0.0013428,0.0014038,0.0009896,0.0252863,0.0066766,0.0186097,1.0,2.0,7.0,1.0,3.955104000033316
703,47033.0,47038.0,573.3956299,573.3990479,573.3963013,0.0006714,0.0027466,0.0011199,0.0560876,-0.0028694,0.058957,1.0,2.0,7.0,1.0,4.921920000015234
704,47082.0,47096.0,573.4296875,573.439209,573.4324341,0.0027466,0.0067749,0.0024725,0.2128725,0.0314309,0.1814416,1.0,6.0,7.0,1.0,13.710960000007617
705,47111.0,47117.0,573.4494019,573.4534912,573.4508057,0.0014038,0.0026855,0.0008804,0.0892289,0.0338821,0.0553469,1.0,2.0,7.0,1.0,5.8885920000466285
707,47238.0,47248.0,573.5366211,573.543457,573.5386353,0.0020142,0.0048218,0.0013242,0.0473689,-0.0107525,0.0581214,1.0,4.0,7.0,1.0,9.843695999916235
708,47270.0,47284.0,573.5584106,573.5679321,573.5597534,0.0013428,0.0081787,0.0026328,0.8323337,0.0634095,0.7689243,1.0,7.0,7.0,1.0,13.710960000007617
709,47307.0,47322.0,573.5836182,573.593811,573.5877075,0.0040894,0.0061035,0.0026657,0.5221602,0.131208,0.3909521,1.0,7.0,7.0,1.0,14.677631999875302
710,47390.0,47399.0,573.6401367,573.6463013,573.6415405,0.0014038,0.0047607,0.0012631,0.2651613,-0.0237897,0.2889509,1.0,2.0,7.0,1.0,8.87702400004855
711,47468.0,47527.0,573.6946411,573.7355347,573.7164307,0.0217896,0.019104,0.0045467,4.5765424,2.29807,2.2784727,1.0,7.0,7.0,2.0,58.88678400000572
712,47589.0,47598.0,573.7784424,573.7845459,573.7797852,0.0013428,0.0047607,0.0012704,0.3723868,0.097945,0.2744418,1.0,4.0,7.0,1.0,8.789039999992383
713,47633.0,47648.0,573.8084106,573.8192749,573.8097534,0.0013428,0.0095215,0.0038334,0.5982225,0.025584,0.5726385,1.0,7.0,7.0,1.0,15.644591999971453
714,47655.0,47676.0,573.8240356,573.8383789,573.8261108,0.0020752,0.0122681,0.0020321,0.6564576,0.0939088,0.5625489,1.0,6.0,7.0,1.0,20.654351999928622
715,47689.0,47698.0,573.847229,573.8533325,573.8492432,0.0020142,0.0040894,0.0022151,0.1834625,0.0976358,0.0858267,1.0,7.0,7.0,1.0,8.789039999992383
716,47711.0,47715.0,573.8621826,573.8649292,573.8635864,0.0014038,0.0013428,0.001038,-0.0093924,-0.0161764,0.006784,1.0,2.0,7.0,1.0,3.955104000033316
717,47794.0,47813.0,573.9194336,573.9330444,573.9282837,0.0088501,0.0047607,0.0025121,0.7513511,0.5608752,0.1904759,1.0,7.0,7.0,2.0,19.599551999890537
718,47834.0,47844.0,573.9473267,573.9541626,573.9487305,0.0014038,0.0054321,0.003756,0.4048819,0.0623563,0.3425256,1.0,7.0,7.0,1.0,9.843696000079944
719,47936.0,47945.0,574.0181885,574.024292,574.020874,0.0026855,0.003418,0.0015933,0.4177563,0.1551057,0.2626506,1.0,2.0,7.0,1.0,8.789039999992383
721,48137.0,48146.0,574.1557617,574.1618652,574.1571045,0.0013428,0.0047607,0.003685,0.2896952,0.0137304,0.2759648,1.0,7.0,7.0,1.0,8.789039999992383
722,48156.0,48166.0,574.1687012,574.1755371,574.1707764,0.0020752,0.0047607,0.0034733,0.411022,0.0710538,0.3399682,1.0,7.0,7.0,1.0,9.843696000079944
723,48196.0,48203.0,574.1959229,574.2007446,574.197998,0.0020752,0.0027466,0.0018143,-0.0071343,0.0019978,-0.0091322,1.0,4.0,7.0,1.0,6.943247999970481
724,48384.0,48395.0,574.3239746,574.3314819,574.3267212,0.0027466,0.0047607,0.0025753,0.6880676,0.2387865,0.4492812,1.0,7.0,7.0,1.0,10.810511999898154
725,48404.0,48413.0,574.3376465,574.34375,574.340332,0.0026855,0.003418,0.0013125,0.1798545,0.0460379,0.1338166,1.0,5.0,7.0,1.0,8.789039999992383
726,48455.0,48474.0,574.3723755,574.3853149,574.3757935,0.003418,0.0095215,0.0042211,0.7298155,0.1555245,0.574291,1.0,7.0,7.0,1.0,18.632736000072327
727,48493.0,48514.0,574.3982544,574.4125366,574.401001,0.0027466,0.0115356,0.0089695,2.169497,0.7582018,1.4112953,1.0,7.0,7.0,1.0,20.566367999872455
728,48552.0,48557.0,574.4384155,574.4418335,574.4398193,0.0014038,0.0020142,0.0012564,-0.0041941,-0.0143207,0.0101266,1.0,3.0,7.0,1.0,4.921920000015234
729,48568.0,48573.0,574.4493408,574.4527588,574.4506836,0.0013428,0.0020752,0.0012099,0.058024,0.0135669,0.0444571,1.0,2.0,7.0,1.0,4.921920000015234
731,48731.0,48751.0,574.5623779,574.5760498,574.5726318,0.0102539,0.003418,0.0016173,0.8441739,0.6826634,0.1615105,1.0,5.0,7.0,1.0,19.687535999946704
732,48823.0,48832.0,574.6257324,574.631897,574.6271362,0.0014038,0.0047607,0.0013996,0.1720078,0.0375993,0.1344085,1.0,6.0,7.0,1.0,8.87702400004855
733,48868.0,48877.0,574.6563721,574.6625366,574.6584473,0.0020752,0.0040894,0.0009544,0.1396099,0.038799,0.1008109,1.0,3.0,7.0,1.0,8.876879999934317
734,48904.0,48960.0,574.6809082,574.7197266,574.6870728,0.0061646,0.0326538,0.0152052,10.2716475,1.477384,8.7942638,1.0,7.0,7.0,2.0,55.89849599995432
736,49107.0,49118.0,574.8198853,574.8273315,574.8232422,0.0033569,0.0040894,0.0019744,0.481488,0.2472362,0.2342517,1.0,7.0,7.0,1.0,10.722528000005696
738,49230.0,49243.0,574.9050293,574.9145508,574.90979,0.0047607,0.0047607,0.0018595,0.4663025,0.2743985,0.191904,1.0,6.0,7.0,1.0,13.710960000007617
739,49281.0,49290.0,574.9404297,574.9465332,574.944519,0.0040894,0.0020142,0.0010521,0.1327758,0.0665245,0.0662512,1.0,4.0,7.0,1.0,8.789039999992383
740,49340.0,49351.0,574.9805908,574.9880981,574.9819946,0.0014038,0.0061035,0.00129,-0.0415784,-0.0871902,0.0456119,1.0,3.0,7.0,1.0,10.810512000061863
741,49383.0,49393.0,575.0098877,575.0167236,575.0119629,0.0020752,0.0047607,0.0013139,0.1577341,-0.0244464,0.1821805,1.0,6.0,7.0,1.0,9.843695999916235
742,49411.0,49422.0,575.0289917,575.036438,575.0316772,0.0026855,0.0047607,0.0020265,0.2950615,0.0937444,0.201317,1.0,6.0,7.0,1.0,10.72267199995622
743,49425.0,49435.0,575.0385132,575.0453491,575.0405273,0.0020142,0.0048218,0.0015801,0.3168729,0.0901672,0.2267057,1.0,7.0,7.0,1.0,9.843695999916235
744,49465.0,49482.0,575.0657349,575.0773315,575.071228,0.0054932,0.0061035,0.0029135,0.6213933,0.2692428,0.3521505,1.0,5.0,7.0,1.0,16.699103999944782
745,49536.0,49548.0,575.1148071,575.1236572,575.1209106,0.0061035,0.0027466,0.0012065,0.2608005,0.2981877,-0.0373872,1.0,3.0,7.0,1.0,12.744144000025699
746,49563.0,49568.0,575.1338501,575.1379395,575.1359253,0.0020752,0.0020142,0.0013589,0.1431619,0.07483,0.0683319,1.0,3.0,7.0,1.0,5.888735999997152
747,49589.0,49613.0,575.1522827,575.1685791,575.1652222,0.0129395,0.0033569,0.0027761,1.0660359,0.8774394,0.1885964,1.0,6.0,7.0,2.0,23.466815999981918
748,49624.0,49631.0,575.1760864,575.1808472,575.1774902,0.0014038,0.0033569,0.0015004,0.0906583,0.0386152,0.052043,1.0,3.0,7.0,1.0,6.85555199997907
749,49638.0,49650.0,575.1856079,575.1937866,575.1904297,0.0048218,0.0033569,0.0015903,0.4066479,0.2132124,0.1934354,1.0,4.0,7.0,1.0,11.777327999880072
750,49680.0,49696.0,575.2142334,575.2251587,575.2183228,0.0040894,0.0068359,0.0017117,0.349275,-0.0602861,0.4095611,1.0,7.0,7.0,1.0,15.732431999913388
751,49739.0,49751.0,575.2544556,575.2625732,575.2564697,0.0020142,0.0061035,0.0045004,0.56156,0.1980559,0.3635041,1.0,7.0,7.0,1.0,11.689343999987614
753,49787.0,49799.0,575.2871094,575.2952881,575.2946167,0.0075073,0.0006714,0.0018228,0.2665667,0.2494522,0.0171145,1.0,3.0,7.0,1.0,11.77732800004378
754,49808.0,49826.0,575.3014526,575.3136597,575.3041382,0.0026855,0.0095215,0.0029965,0.8245187,0.0502524,0.7742662,1.0,6.0,7.0,1.0,17.578224000099
755,49840.0,49851.0,575.3232422,575.3306885,575.324585,0.0013428,0.0061035,0.0015293,0.5299749,0.0455922,0.4843827,1.0,4.0,7.0,1.0,10.72267199995622
756,49858.0,49866.0,575.3355103,575.3409424,575.3375244,0.0020142,0.003418,0.002007,0.3774984,0.1954644,0.1820339,1.0,3.0,7.0,1.0,7.822224000010465
757,49937.0,49960.0,575.3892822,575.4049683,575.3920288,0.0027466,0.0129395,0.0052147,1.2976351,0.1879185,1.1097167,1.0,7.0,7.0,1.0,22.587983999892458
759,50008.0,50026.0,575.4465332,575.4587402,575.4492188,0.0026855,0.0095215,0.0020559,0.5615741,0.0341903,0.5273838,1.0,7.0,7.0,1.0,17.578079999984766
760,50044.0,50056.0,575.4710083,575.479187,575.4737549,0.0027466,0.0054321,0.0022108,0.2343674,0.0611962,0.1731713,1.0,6.0,7.0,1.0,11.77732800004378
761,50079.0,50090.0,575.494873,575.5023804,575.4962158,0.0013428,0.0061646,0.0023309,0.5386418,0.116373,0.4222688,1.0,7.0,7.0,1.0,10.810656000012386
762,50224.0,50281.0,575.5949707,575.6345215,575.6004639,0.0054932,0.0340576,0.0351823,12.3201132,3.5758889,8.7442245,1.0,7.0,7.0,2.0,56.95315200004188
763,50320.0,50326.0,575.6610718,575.6651611,575.6624146,0.0013428,0.0027466,0.0012583,0.1183688,0.0703709,0.0479979,1.0,3.0,7.0,1.0,5.8885920000466285
764,50346.0,50364.0,575.678772,575.69104,575.6835327,0.0047607,0.0075073,0.0012015,0.4111553,0.2504391,0.1607163,1.0,6.0,7.0,1.0,17.66592000009041
765,50400.0,50423.0,575.7155762,575.7318726,575.7189331,0.0033569,0.0129395,0.0052481,2.301357,0.8009013,1.5004556,1.0,7.0,7.0,1.0,23.466815999981918
766,50448.0,50454.0,575.7489014,575.7529907,575.7503052,0.0014038,0.0026855,0.0016751,0.2485629,0.1086207,0.1399422,1.0,3.0,7.0,1.0,5.8885920000466285
767,50465.0,50497.0,575.760498,575.7822876,575.7761841,0.015686,0.0061035,0.0038207,1.7449965,0.8793589,0.8656377,1.0,7.0,7.0,2.0,31.37702400004855
768,50550.0,50557.0,575.8184204,575.8231812,575.8225098,0.0040894,0.0006714,0.0013522,0.1426342,0.0761575,0.0664767,1.0,3.0,7.0,1.0,6.85555199997907
769,50584.0,50592.0,575.8415527,575.8477173,575.8456421,0.0040894,0.0020752,0.0010504,0.2160078,0.1486743,0.0673335,1.0,2.0,7.0,1.0,8.87702400004855
770,50629.0,50641.0,575.8728638,575.8817749,575.8776855,0.0048218,0.0040894,0.001591,0.4258544,0.2635374,0.162317,1.0,4.0,7.0,1.0,12.831983999967633
771,50705.0,50710.0,575.9260254,575.9294434,575.9280396,0.0020142,0.0014038,0.000695,-0.0791063,-0.0266159,-0.0524904,1.0,2.0,7.0,1.0,4.921920000015234
772,50733.0,50769.0,575.9458008,575.9702759,575.9655151,0.0197144,0.0047607,0.0034708,0.3215304,0.2040912,0.1174392,1.0,5.0,7.0,1.0,35.2441440000257
774,50952.0,50957.0,576.0969849,576.1004028,576.0983276,0.0013428,0.0020752,0.0008107,0.0475473,-0.0102182,0.0577655,1.0,2.0,7.0,1.0,4.921775999901001
775,50963.0,50971.0,576.1044922,576.1099243,576.1071777,0.0026855,0.0027466,0.0010939,0.0948711,0.0335496,0.0613215,1.0,2.0,7.0,1.0,7.822224000010465
776,51009.0,51020.0,576.1364746,576.1439819,576.1392212,0.0027466,0.0047607,0.0024378,0.4468004,0.2099926,0.2368077,1.0,7.0,7.0,1.0,10.810511999898154
777,51039.0,51053.0,576.1569214,576.1664429,576.159668,0.0027466,0.0067749,0.0027906,0.2174943,0.0661372,0.1513571,1.0,5.0,7.0,1.0,13.710960000007617
778,51109.0,51147.0,576.2045898,576.2311401,576.2236938,0.019104,0.0074463,0.0018216,0.7803727,0.3762867,0.404086,1.0,5.0,7.0,1.0,38.23243199991339
779,51155.0,51173.0,576.2366333,576.2489014,576.2407227,0.0040894,0.0081787,0.0017037,0.7376466,0.1931929,0.5444537,1.0,4.0,7.0,1.0,17.666064000040933
781,51208.0,51236.0,576.2727051,576.2924805,576.2870483,0.0143433,0.0054321,0.003298,0.4557972,0.1201891,0.3356081,1.0,7.0,7.0,1.0,28.476575999939087
783,51614.0,51632.0,576.5526733,576.5656128,576.5553589,0.0026855,0.0102539,0.0045303,1.5339067,0.4600321,1.0738746,1.0,7.0,7.0,1.0,18.63288000002285
785,51700.0,51740.0,576.6119385,576.6398315,576.6139526,0.0020142,0.0258789,0.0063632,4.4729691,0.3673037,4.1056652,1.0,7.0,7.0,2.0,40.16592000009041
786,51746.0,51747.0,576.6439209,576.6445923,576.6445923,0.0006714,0.0,-8.3e-06,-0.04443,0.001598,-0.0460281,1.0,2.0,7.0,1.0,0.9668159999819181
787,51791.0,51800.0,576.6745605,576.6807251,576.6773071,0.0027466,0.003418,0.0009668,0.1025682,0.061987,0.0405813,1.0,3.0,7.0,1.0,8.87702400004855
789,51895.0,51913.0,576.7474365,576.7597046,576.7488403,0.0014038,0.0108643,0.0014738,0.2887976,0.1075747,0.1812229,1.0,7.0,7.0,1.0,17.666063999877224
790,51939.0,51969.0,576.7781372,576.7992554,576.7944336,0.0162964,0.0048218,0.002467,0.8006068,0.685112,0.1154948,1.0,7.0,7.0,2.0,30.410208000066632
792,52082.0,52087.0,576.8762207,576.8795776,576.8775635,0.0013428,0.0020142,0.0011893,0.1069089,0.0284914,0.0784175,1.0,3.0,7.0,1.0,4.833935999959067
793,52110.0,52119.0,576.8952637,576.9014282,576.8980103,0.0027466,0.003418,0.0031279,0.3918825,0.2534108,0.1384717,1.0,7.0,7.0,1.0,8.876880000098026
794,52224.0,52229.0,576.9729004,576.9763184,576.9743042,0.0014038,0.0020142,0.0011279,0.059854,0.0249832,0.0348709,1.0,2.0,7.0,1.0,4.921920000015234
795,52340.0,52351.0,577.0532837,577.060791,577.0560303,0.0027466,0.0047607,0.0015574,0.2244477,0.1301877,0.09426,1.0,4.0,7.0,1.0,10.810512000061863
796,52403.0,52405.0,577.0961914,577.0975342,577.0968628,0.0006714,0.0006714,0.0013412,0.0742894,0.03569,0.0385993,1.0,2.0,7.0,1.0,1.9336320001275453
797,52416.0,52428.0,577.1050415,577.1132202,577.1071167,0.0020752,0.0061035,0.0034969,0.2378947,-0.0233848,0.2612794,1.0,7.0,7.0,1.0,11.77732800004378
798,52482.0,52495.0,577.1500244,577.1588745,577.1520386,0.0020142,0.0068359,0.0040299,0.7883288,0.270572,0.5177568,1.0,7.0,7.0,1.0,12.744144000025699
800,52535.0,52544.0,577.1860962,577.1922607,577.1875,0.0014038,0.0047607,0.001154,0.2050598,0.0873718,0.117688,1.0,5.0,7.0,1.0,8.876880000098026
801,52591.0,52602.0,577.2242432,577.2317505,577.2263184,0.0020752,0.0054321,0.0024221,0.6183638,0.2002491,0.4181147,1.0,7.0,7.0,1.0,10.810511999898154
